Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2/17/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
High income: OECD,OEC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.57030423,,,,,19.02391659,,,,,17.11356632,,,,,16.32645673,,,,,14.87132279,14.54613974,,14.01851392,,
OECD members,OED,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.91772378,,,,,18.71436027,,,,,17.06582292,,,,,16.3221158,,,,,14.89079061,14.55285211,,14.0034485,,
Oman,OMN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.25460634,,,,,27.20445781,,,,,27.31283317,,,,,27.96225761,,,,,30.18933869,30.23579594,,30.3532972,,
Other small states,OSS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2055534,,,,,15.04774993,,,,,15.14348181,,,,,15.00254727,,,,,15.20081729,15.40603637,,16.08852744,,
Pakistan,PAK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.54889016,,,,,38.04164661,,,,,39.72533765,,,,,41.73542551,,,,,43.32050551,44.23130285,,46.17766713,,
Panama,PAN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17666017,,,,,6.237379238,,,,,6.441987267,,,,,6.014458,,,,,5.939732146,6.190245653,,6.812154248,,
Peru,PER,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.837154259,,,,,8.207000529,,,,,8.916964039,,,,,10.59392505,,,,,11.31483533,11.75431203,,12.89677582,,
Philippines,PHL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.092561977,,,,,9.252034192,,,,,9.304444907,,,,,9.486597695,,,,,8.919091527,8.731317364,,8.602251729,,
Palau,PLW,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.559609357,,,,,5.746262787,,,,,5.22074945,,,,,5.124417607,,,,,5.373875129,5.451576832,,5.89751533,,
Poland,POL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.93408411,,,,,23.78257701,,,,,19.05197869,,,,,19.00082569,,,,,18.16233682,17.6993884,,16.98188988,,
Puerto Rico,PRI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",PRK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.15310781,,,,,23.94773373,,,,,22.4652061,,,,,23.47395181,,,,,23.23364112,23.48393504,,24.33213354,,
Portugal,PRT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79325178,,,,,14.68293764,,,,,14.30051572,,,,,13.1355603,,,,,10.55147333,10.32400932,,9.895741077,,
Paraguay,PRY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.609628445,,,,,8.459465795,,,,,8.828745825,,,,,10.5021618,,,,,12.37211607,12.9183219,,14.12626143,,
Pacific island small states,PSS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.553064336,,,,,6.429846442,,,,,6.390053471,,,,,6.518047664,,,,,6.640480084,6.585547495,,6.565014473,,
French Polynesia,PYF,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.45941621,,,,,34.39862775,,,,,34.53307254,,,,,37.21988287,,,,,40.15895291,39.40434294,,38.3591592,,
Romania,ROU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.15394339,,,,,24.74994265,,,,,20.58079172,,,,,19.67781742,,,,,18.05741575,17.60610585,,16.81591156,,
Russian Federation,RUS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.66219212,,,,,16.07927211,,,,,14.03524777,,,,,15.18891729,,,,,14.29708064,14.23224048,,14.22747569,,
Rwanda,RWA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3198402,,,,,17.29719065,,,,,17.24517132,,,,,16.1002851,,,,,15.78823374,16.14083349,,17.0192953,,
South Asia,SAS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.41506643,,,,,31.97304925,,,,,33.86644041,,,,,38.50859757,,,,,42.82963426,43.82422032,,45.95724149,,
Saudi Arabia,SAU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.70500453,,,,,49.526507,,,,,49.50097287,,,,,51.19702953,,,,,53.87109872,53.93345598,,54.11509994,,
Sudan,SDN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.43346844,,,,,24.36248524,,,,,24.34175503,,,,,25.51299427,,,,,25.14148263,25.59003727,,26.59335318,,
Senegal,SEN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.92272129,,,,,41.00974848,,,,,41.05729705,,,,,40.07380337,,,,,38.88255841,39.60956782,,41.208003,,
Singapore,SGP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.80407662,,,,,29.29638254,,,,,13.65384231,,,,,10.20219236,,,,,12.48821643,13.74866381,,16.68142654,,
Solomon Islands,SLB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.119829339,,,,,4.073946934,,,,,4.070158077,,,,,4.52487435,,,,,4.639826749,4.570119902,,4.541672285,,
Sierra Leone,SLE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.68841216,,,,,23.73322993,,,,,23.77852865,,,,,22.37170621,,,,,19.95421813,21.08392781,,23.91728046,,
El Salvador,SLV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.72951511,,,,,11.52309458,,,,,12.12503768,,,,,13.46696976,,,,,12.49971237,12.59264075,,12.91867351,,
San Marino,SMR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.27214519,,,,,9.814613822,,,,,9.412333737,,,,,8.592832727,,,,,9.044144521,9.447520549,,10.38574133,,
Serbia,SRB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.46480284,,,,,22.04619683,,,,,19.24767984,,,,,19.2477096,,,,,17.63436495,16.9360882,,15.78184269,,
Sub-Saharan Africa (developing only),SSA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.51895699,,,,,19.47806369,,,,,19.43919031,,,,,19.91889462,,,,,19.34087771,19.6769031,,20.54885242,,
South Sudan,SSD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.95587284,,,,,14.93779843,,,,,14.92176818,,,,,15.61508054,,,,,15.34995005,15.64053896,,16.33092121,,
Sub-Saharan Africa (all income levels),SSF,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.51066677,,,,,19.46963839,,,,,19.43057867,,,,,19.9105096,,,,,19.33181985,19.6676842,,20.53970717,,
Small states,SST,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.22782847,,,,,13.176025,,,,,13.29228118,,,,,13.22305686,,,,,13.45175269,13.59147988,,14.12098351,,
Sao Tome and Principe,STP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.488872579,,,,,8.275236001,,,,,8.215350333,,,,,8.808569162,,,,,7.54876949,7.263395944,,6.772121627,,
Suriname,SUR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.734089499,,,,,8.718284313,,,,,8.751306604,,,,,9.354417804,,,,,9.134485382,9.824491183,,11.482118,,
Slovak Republic,SVK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.37969547,,,,,23.87900355,,,,,18.8402983,,,,,17.74323242,,,,,16.31245132,16.10769876,,15.93878062,,
Slovenia,SVN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.45328424,,,,,21.07149819,,,,,17.95731466,,,,,17.44367289,,,,,15.88608291,14.99605738,,13.61826572,,
Sweden,SWE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.65887269,,,,,9.918673413,,,,,8.679105396,,,,,8.777286802,,,,,7.948794647,7.706750772,,7.315244647,,
Swaziland,SWZ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.191241393,,,,,9.390738528,,,,,9.590984782,,,,,10.14465145,,,,,10.30152466,10.31621082,,10.37664283,,
Sint Maarten (Dutch part),SXM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.420712286,,,,,6.420712286,,,,,6.431345255,,,,,6.463228362,,,,,6.473850816,6.484470656,,6.505762585,,
Syrian Arab Republic,SYR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.71799565,,,,,24.16590564,,,,,24.43653395,,,,,23.61633603,,,,,25.17941111,24.58037848,,23.54179118,,
Turks and Caicos Islands,TCA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06369592,,,,,29.9003448,,,,,29.76499629,,,,,31.70903502,,,,,29.75109928,30.0314983,,30.70660689,,
Togo,TGO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3868038,,,,,25.25587507,,,,,25.10945737,,,,,24.61694372,,,,,23.68866091,24.19618174,,25.39838398,,
Thailand,THA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.23849143,,,,,16.88133544,,,,,16.93767288,,,,,19.01340138,,,,,20.37346519,20.97546419,,22.36005827,,
Tajikistan,TJK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.84663533,,,,,18.19671882,,,,,17.09585043,,,,,17.53257631,,,,,19.71440367,19.62965272,,19.61576775,,
Turkmenistan,TKM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.23995785,,,,,43.11158735,,,,,42.70211789,,,,,40.63688785,,,,,41.78334406,41.72464619,,41.68165787,,
Timor-Leste,TLS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.045266426,,,,,6.819893716,,,,,6.661614467,,,,,6.212973725,,,,,6.247264991,6.227240067,,6.207256068,,
Tonga,TON,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.452150532,,,,,7.427880099,,,,,7.412848895,,,,,7.395500336,,,,,7.442906118,7.434815751,,7.418660918,,
Trinidad and Tobago,TTO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.879105215,,,,,8.846598654,,,,,8.869533861,,,,,8.809138179,,,,,9.926791395,9.603194809,,9.167360672,,
Tunisia,TUN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.95950368,,,,,19.5137649,,,,,19.04180855,,,,,17.61484873,,,,,17.54242925,17.11419985,,16.34502095,,
Turkey,TUR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.87701667,,,,,18.12438679,,,,,17.36270464,,,,,17.80968846,,,,,18.20470717,17.80346329,,17.21256565,,
Tuvalu,TUV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.352035019,,,,,7.368839518,,,,,7.381462068,,,,,7.973972472,,,,,8.279192443,8.545360675,,9.164445592,,
Uganda,UGA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.09351248,,,,,14.94481532,,,,,14.89365322,,,,,15.45474279,,,,,15.68630475,16.26463143,,17.63208403,,
Ukraine,UKR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.23753356,,,,,21.83879143,,,,,17.21305383,,,,,17.02964423,,,,,15.94152221,15.61795718,,15.08687535,,
Upper middle income,UMC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4675164,,,,,31.6414755,,,,,32.7462207,,,,,36.883005,,,,,38.78296046,38.71889249,,38.91561506,,
Uruguay,URY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.064119144,,,,,6.167447758,,,,,6.160525801,,,,,6.251199533,,,,,6.576957207,6.603033321,,6.684579988,,
United States,USA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.41968223,,,,,15.45294851,,,,,14.67882512,,,,,13.6693781,,,,,11.7942183,11.40950113,,10.74511152,,
Uzbekistan,UZB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.26544563,,,,,23.95780764,,,,,22.40882121,,,,,22.26120963,,,,,24.92269412,25.09686325,,25.53252846,,
St. Vincent and the Grenadines,VCT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.57097938,,,,,14.5709757,,,,,14.55464422,,,,,14.52350692,,,,,14.41514799,14.4427067,,14.4980437,,
"Venezuela, RB",VEN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.16017306,,,,,9.54592182,,,,,10.23961723,,,,,10.95288022,,,,,12.26143982,12.55576605,,13.42541047,,
Virgin Islands (U.S.),VIR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.08754992,,,,,20.20220967,,,,,21.27395813,,,,,23.19786384,,,,,25.13689084,25.13200497,,25.47155274,,
Vanuatu,VUT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.039430361,,,,,7.994195454,,,,,7.961302074,,,,,7.737215826,,,,,7.423701441,7.399731629,,7.375210097,,
West Bank and Gaza,PSE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.63549737,,,,,26.46579025,,,,,26.56838706,,,,,26.55220003,,,,,26.39422184,26.36204637,,26.35600522,,
World,WLD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.33469372,,,,,26.29816921,,,,,26.62389032,,,,,29.17173322,,,,,30.57105079,30.81445269,,31.54011953,,
Samoa,WSM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.452150532,,,,,7.427880099,,,,,7.412848895,,,,,7.395500336,,,,,7.442906118,7.434815751,,7.418660918,,
"Yemen, Rep.",YEM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.49801085,,,,,32.60600685,,,,,32.86281523,,,,,31.59527054,,,,,33.30935412,34.21317144,,36.19237108,,
South Africa,ZAF,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.68186959,,,,,12.2547998,,,,,12.80819244,,,,,13.44488577,,,,,14.30793873,14.30947194,,14.32667866,,
"Congo, Dem. Rep.",COD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0295264,,,,,16.89009138,,,,,16.83341385,,,,,16.54735107,,,,,16.18999061,16.699297,,18.08251215,,
Zambia,ZMB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.380077275,,,,,8.951831244,,,,,8.979365857,,,,,9.516108161,,,,,10.79279785,11.10104817,,11.77825506,,
Zimbabwe,ZWE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.363550236,,,,,7.143682199,,,,,7.239865688,,,,,7.641466901,,,,,8.435705333,8.640895384,,9.074283884,,
